year,id,state,age,pid_3,race_7,educ_6,gender,understanding_poli_issue,interest_public_affairs,income_group,marital_stat,trust_ppl,religion_importance,traditional_values,abortion_allowed,environment_regulation,defense_spending,protect_homosexuals,immigrants_change6,gun_control,treatment,nationality,race,pid,education
2020,2020221920,NY,80,3,1,2,Female,Moderately well,,34 to 67 percentile,Married,Once in a while,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",4,Greatly increase defense spending,Favor,Same as now,More difficult,Treatment2,American,White non-Hispanic,Republican,"9-12 grades ('high school'), no diploma/equivalency; ; less than high school"
2020,2020204321,PA,35,2,1,6,Male,No response,,68 to 95 percentile,Married,Most of the time,Little to no importance,No response,DK; other,DK; haven't thought much about it,DK; haven't thought much about it,Favor,No response,No response,Treatment1,American,White non-Hispanic,Independent,BA level degrees; advanced degrees incl. LLB
2020,2020224332,MN,54,1,1,6,Male,Moderately well,,68 to 95 percentile,Married,Most of the time,Little to no importance,Disagree somewhat,"By law, a woman should always be able to obtain an",2,4,Favor,Increased a little,More difficult,Treatment1,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020223124,SC,43,1,2,5,Female,Very well,,0 to 16 percentile,Separated,Most of the time,"Yes, important",Agree strongly,The law should permit abortion for reasons other than,Much tougher regulations to protet the environment,6,Favor,Same as now,Keep these rules about the same,Treatment4,American,Black non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020331308,AL,61,3,1,4,Female,Very well,,34 to 67 percentile,Married,Once in a while,"Yes, important",Agree strongly,"By law, abortion should never be permitted",Regulations already too much of a burden on business,4,Oppose,Increased a little,Make it easier,Treatment3,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency plus non-academic"
2020,2020428417,MD,67,1,2,5,Female,Moderately well,,0 to 16 percentile,Widowed,Never,"Yes, important",Agree somewhat,"The law should permit abortion only in case of rape,",3,6,Favor,Increased a little,More difficult,Treatment1,American,Black non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020211244,MS,61,1,2,6,Female,Very well,,34 to 67 percentile,Married,Most of the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",DK; haven't thought much about it,Greatly increase defense spending,Favor,Same as now,More difficult,Treatment3,American,Black non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020225779,MI,76,3,1,6,Male,Moderately well,,68 to 95 percentile,Widowed,Most of the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",4,5,Favor,Same as now,More difficult,Treatment2,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020506904,CA,67,1,1,6,Female,Very well,,0 to 16 percentile,Never married,Most of the time,"Yes, important",Disagree somewhat,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,3,Favor,Increased a little,More difficult,Treatment4,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020465614,MO,49,3,1,5,Female,Very well,,34 to 67 percentile,Married,Most of the time,"Yes, important",Agree strongly,"By law, abortion should never be permitted",DK; haven't thought much about it,DK; haven't thought much about it,Oppose,Same as now,More difficult,Treatment3,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020225878,CO,80,3,1,5,Female,Moderately well,,0 to 16 percentile,Divorced,Most of the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",2,6,Favor,Decreased a lot,More difficult,Treatment4,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020229740,IL,62,3,1,3,Male,Very well,,0 to 16 percentile,Divorced,Once in a while,"Yes, important",No response,"The law should permit abortion only in case of rape,",6,6,Oppose,No response,No response,Treatment2,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency"
2020,2020324898,PA,54,3,1,5,Female,Moderately well,,68 to 95 percentile,"Partners; not married (VOLUNTEERED [exc.1986,2012])",Once in a while,Little to no importance,Agree strongly,No response,DK; haven't thought much about it,DK; haven't thought much about it,Favor,No response,Keep these rules about the same,Treatment4,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020217891,ID,53,3,1,3,Male,Extremely well,,68 to 95 percentile,Married,Most of the time,"Yes, important",Agree strongly,The law should permit abortion for reasons other than,6,5,Oppose,Same as now,Keep these rules about the same,Treatment2,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency"
2020,2020431352,OH,44,3,1,6,Female,Extremely well,,0 to 16 percentile,Divorced,About half the time,"Yes, important",Agree somewhat,"By law, a woman should always be able to obtain an",4,5,Favor,Decreased a lot,More difficult,Treatment1,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020217549,TX,64,3,1,3,Female,Very well,,17 to 33 percentile,Married,About half the time,"Yes, important",Agree strongly,DK; other,5,6,Oppose,Increased a little,More difficult,Treatment3,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency"
2020,2020454966,NY,72,3,1,6,Female,Very well,,68 to 95 percentile,Divorced,Most of the time,"Yes, important",Agree strongly,The law should permit abortion for reasons other than,5,5,Favor,Same as now,More difficult,Treatment4,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020444778,TX,69,3,1,5,Female,Moderately well,,34 to 67 percentile,Widowed,Most of the time,"Yes, important",Agree somewhat,"By law, abortion should never be permitted",Regulations already too much of a burden on business,Greatly increase defense spending,Favor,Decreased a lot,Keep these rules about the same,Treatment3,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020215420,OH,42,3,1,5,Female,Moderately well,,17 to 33 percentile,Married,About half the time,"Yes, important",Agree somewhat,"By law, abortion should never be permitted",4,4,Favor,Same as now,Keep these rules about the same,Treatment2,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020464536,IL,44,2,6,3,Female,Slightly well,,0 to 16 percentile,Never married,Once in a while,Little to no importance,Neither agree nor disagree,DK; other,6,4,Favor,No response,Make it easier,Treatment4,American,"Other or multiple races, non-Hispanic",Independent,"12 grades, diploma or equivalency"
2020,2020324058,PA,74,3,1,5,Female,Moderately well,,0 to 16 percentile,Married,Most of the time,"Yes, important",Agree somewhat,"The law should permit abortion only in case of rape,",4,4,Favor,Same as now,Keep these rules about the same,Treatment4,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020218573,IA,45,1,1,6,Male,Very well,,68 to 95 percentile,Married,Most of the time,Little to no importance,Disagree strongly,"By law, a woman should always be able to obtain an",3,Greatly decrease defense spending,Favor,Increased a little,Keep these rules about the same,Treatment2,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020204598,MA,32,1,2,6,Female,Moderately well,,0 to 16 percentile,Never married,Once in a while,"Yes, important",Neither agree nor disagree,"By law, a woman should always be able to obtain an",3,2,Favor,Same as now,More difficult,Treatment2,American,Black non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020517256,TX,37,3,1,3,Male,Moderately well,,0 to 16 percentile,Separated,Once in a while,"Yes, important",Agree somewhat,"By law, abortion should never be permitted",3,Greatly increase defense spending,Oppose,Decreased a lot,Make it easier,Treatment1,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency"
2020,2020227263,NY,54,3,1,5,Male,Slightly well,,34 to 67 percentile,Married,Once in a while,Little to no importance,Neither agree nor disagree,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,DK; haven't thought much about it,Favor,Decreased a little,Keep these rules about the same,Treatment3,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020418786,NY,37,1,1,6,Female,Very well,,17 to 33 percentile,Never married,About half the time,Little to no importance,Disagree strongly,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,DK; haven't thought much about it,Favor,Same as now,More difficult,Treatment3,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020445085,WA,0,1,5,6,Male,Extremely well,,34 to 67 percentile,Married,Most of the time,"Yes, important",Agree strongly,"By law, abortion should never be permitted",2,3,Oppose,Decreased a lot,Make it easier,Treatment4,American,Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020205836,VA,31,3,1,6,Male,Moderately well,,34 to 67 percentile,Divorced,Once in a while,"Yes, important",Agree somewhat,"The law should permit abortion only in case of rape,",3,4,Favor,Decreased a little,Keep these rules about the same,Treatment3,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020359627,CA,29,1,5,5,Female,Moderately well,,17 to 33 percentile,"Partners; not married (VOLUNTEERED [exc.1986,2012])",About half the time,"Yes, important",Disagree strongly,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,DK; haven't thought much about it,Favor,Same as now,More difficult,Treatment4,American,Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020443416,ND,48,2,1,5,Female,Moderately well,,No response,Married,About half the time,Little to no importance,Agree somewhat,The law should permit abortion for reasons other than,4,3,Favor,Same as now,More difficult,Treatment1,American,White non-Hispanic,Independent,"Some college, no degree; junior/community college"
2020,2020208927,OH,25,1,6,6,Female,No response,,17 to 33 percentile,Never married,About half the time,Little to no importance,No response,"By law, a woman should always be able to obtain an",DK; haven't thought much about it,DK; haven't thought much about it,Favor,No response,No response,Treatment4,American,"Other or multiple races, non-Hispanic",Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020204581,MI,43,1,2,5,Female,No response,,0 to 16 percentile,Never married,About half the time,"Yes, important",No response,"By law, a woman should always be able to obtain an",5,DK; haven't thought much about it,Favor,No response,No response,Treatment2,American,Black non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020442659,DC,51,1,2,5,Female,Moderately well,,0 to 16 percentile,"Partners; not married (VOLUNTEERED [exc.1986,2012])",About half the time,"Yes, important",Agree somewhat,"By law, a woman should always be able to obtain an",3,6,Favor,Increased a lot,Make it easier,Treatment1,American,Black non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020438650,PA,0,3,1,6,Female,Very well,,68 to 95 percentile,Married,Most of the time,Little to no importance,Agree strongly,"By law, a woman should always be able to obtain an",3,6,Favor,Decreased a little,More difficult,Treatment2,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020408949,IL,65,3,1,5,Male,Very well,,34 to 67 percentile,"Partners; not married (VOLUNTEERED [exc.1986,2012])",Most of the time,"Yes, important",Agree somewhat,"By law, abortion should never be permitted",4,DK; haven't thought much about it,Oppose,Increased a little,More difficult,Treatment3,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
